time_broken_spent_alone,stage_fear,social_event_attendance,going_outside,drained_after_socializing,friends_circle_size,post_frequency,personality,personality_encoded,user_id,event_timestamp,created_timestamp
3.0,0,4.0,4.0,0,14.0,7.0,Introvert,0,721,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,5.0,4.0,0,12.0,5.0,Extrovert,1,722,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,5.0,4.0,0,8.0,8.0,Extrovert,1,723,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,5.0,7.0,0,8.0,7.0,Extrovert,1,724,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,2.0,2.0,1,0.0,0.0,Introvert,0,725,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,5.0,4.0,0,12.0,3.0,Extrovert,1,726,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,3.0,1.0,1,2.0,2.0,Introvert,0,727,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,4.0,6.0,0,10.0,8.0,Extrovert,1,728,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,9.0,7.0,0,14.0,4.0,Extrovert,1,729,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,7.0,6.0,0,14.0,7.0,Extrovert,1,730,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,5.0,7.0,0,12.0,3.0,Extrovert,1,731,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,1.0,0.0,1,5.0,1.0,Introvert,0,732,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,6.0,0,10.0,9.0,Extrovert,1,733,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,2.0,1.0,1,2.0,2.0,Introvert,0,734,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,5.0,3.0,0,9.0,9.0,Extrovert,1,735,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,5.0,6.0,0,12.0,3.0,Extrovert,1,736,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,2.0,2.0,1,3.0,0.0,Introvert,0,737,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,6.0,4.0,0,13.0,4.0,Extrovert,1,738,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,2.0,2.0,1,0.0,0.0,Introvert,0,739,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,0.0,0.0,1,1.0,0.0,Introvert,0,740,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,8.0,5.0,0,7.0,9.0,Extrovert,1,741,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,1.0,1.0,1,5.0,2.0,Introvert,0,742,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,0.0,0.0,1,1.0,2.0,Introvert,0,743,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,2.0,1.0,1,3.0,0.0,Introvert,0,744,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,0.0,0.0,1,5.0,0.0,Introvert,0,745,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,4.0,7.0,0,13.0,6.0,Extrovert,1,746,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,4.0,5.0,0,14.0,9.0,Extrovert,1,747,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,3.0,0.0,1,0.0,1.0,Introvert,0,748,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,6.0,4.0,0,13.0,8.0,Extrovert,1,749,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,3.0,1.0,1,5.0,0.0,Introvert,0,750,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,4.0,4.0,0,14.0,9.0,Extrovert,1,751,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,0.0,2.0,1,1.0,0.0,Introvert,0,752,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,8.0,6.0,0,11.0,9.0,Extrovert,1,753,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,2.0,1.0,1,2.0,1.0,Introvert,0,754,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,5.0,4.0,0,12.0,6.0,Extrovert,1,755,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,2.0,0.0,1,5.0,0.0,Introvert,0,756,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,8.0,5.0,0,7.0,3.0,Extrovert,1,757,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,0.0,0.0,1,1.0,2.0,Introvert,0,758,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,1.0,0.0,1,4.0,1.0,Introvert,0,759,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,2.0,0.0,1,0.0,2.0,Introvert,0,760,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,5.0,4.0,0,8.0,4.0,Extrovert,1,761,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,1.0,0.0,1,2.0,2.0,Introvert,0,762,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,3.963354474982382,7.0,0,14.0,3.0,Extrovert,1,763,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,1.0,0.0,1,1.0,2.0,Introvert,0,764,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,3.0,2.0,1,2.0,0.0,Introvert,0,765,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,6.0,4.0,0,7.0,6.0,Extrovert,1,766,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,0.0,2.0,1,0.0,0.0,Introvert,0,767,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,6.0,5.0,0,13.0,6.0,Extrovert,1,768,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,1.0,2.0,0,4.0,1.0,Introvert,0,769,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,3.963354474982382,4.0,0,10.0,7.0,Extrovert,1,770,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,1.0,0.0,1,5.0,0.0,Introvert,0,771,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,5.0,6.0,0,13.0,4.0,Extrovert,1,772,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,6.0,4.0,0,6.0,8.0,Extrovert,1,773,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,6.0,7.0,0,13.0,6.0,Extrovert,1,774,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,2.0,2.0,1,0.0,0.0,Introvert,0,775,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,0.0,0.0,1,4.0,1.0,Introvert,0,776,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.505816002819881,0,6.0,5.0,0,12.0,7.0,Extrovert,1,777,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,0.0,1.0,1,0.0,2.0,Introvert,0,778,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,2.0,1.0,1,1.0,2.0,Introvert,0,779,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,9.0,6.0,0,7.0,6.0,Extrovert,1,780,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,9.0,4.0,0,12.0,4.0,Extrovert,1,781,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,0.0,1.0,1,2.0,0.0,Introvert,0,782,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,0.0,2.0,1,1.0,0.0,Introvert,0,783,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,3.0,1.0,1,2.0,1.0,Introvert,0,784,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,1.0,0.0,1,1.0,2.0,Introvert,0,785,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,3.0,2.0,1,5.0,0.0,Introvert,0,786,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,0,1.0,1.0,1,3.0,2.0,Introvert,0,787,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,0.0,1.0,1,0.0,1.0,Introvert,0,788,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,4.0,5.0,0,13.0,5.0,Extrovert,1,789,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,5.0,5.0,0,9.0,5.0,Extrovert,1,790,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,7.0,4.0,0,12.0,7.0,Introvert,0,791,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,4.0,5.0,0,8.0,5.0,Extrovert,1,792,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,2.0,1.0,1,1.0,1.0,Introvert,0,793,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,0.0,0.0,1,2.0,0.0,Introvert,0,794,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,2.0,2.0,1,4.0,0.0,Introvert,0,795,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,3.0,1.0,1,5.0,1.0,Introvert,0,796,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,2.0,2.0,1,0.0,1.0,Introvert,0,797,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,7.0,4.0,0,10.0,9.0,Introvert,0,798,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,8.0,6.0,0,9.0,8.0,Extrovert,1,799,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,0.0,0.0,1,2.0,2.0,Introvert,0,800,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,1.0,1.0,1,1.0,0.0,Introvert,0,801,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,3.0,0.0,1,0.0,1.0,Introvert,0,802,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,3.0,2.0,1,3.0,1.0,Extrovert,1,803,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,4.0,4.0,0,10.0,9.0,Extrovert,1,804,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,5.0,0,9.0,9.0,Extrovert,1,805,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,0.0,0.0,1,3.0,1.0,Introvert,0,806,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,3.0,1.0,1,0.0,1.0,Introvert,0,807,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,2.0,0.0,1,5.0,0.0,Introvert,0,808,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,4.0,7.0,0,11.0,8.0,Extrovert,1,809,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,0.0,1.0,1,2.0,0.0,Introvert,0,810,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,8.0,5.0,0,7.0,8.0,Extrovert,1,811,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,7.0,0,14.0,3.0,Extrovert,1,812,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,9.0,4.0,0,13.0,5.0,Extrovert,1,813,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,2.0,0.0,1,0.0,0.0,Introvert,0,814,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,3.0,2.0,1,5.0,1.0,Introvert,0,815,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,3.0,0.0,1,1.0,1.0,Introvert,0,816,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,0.0,1.0,1,0.0,0.0,Extrovert,1,817,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,0.0,1.0,1,0.0,0.0,Introvert,0,818,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,5.0,3.0,0,12.0,4.0,Extrovert,1,819,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.505816002819881,1,2.0,1.0,1,5.0,1.0,Introvert,0,820,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,2.0,1.0,1,1.0,2.0,Introvert,0,821,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,4.0,7.0,0,8.0,5.0,Extrovert,1,822,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,0.0,1.0,1,0.0,2.0,Introvert,0,823,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,4.0,5.0,0,13.0,4.0,Extrovert,1,824,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,1.0,1.0,1,2.0,2.0,Introvert,0,825,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,2.0,1.0,1,1.0,1.0,Introvert,0,826,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,6.0,6.0,0,14.0,6.0,Extrovert,1,827,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,1.0,2.0,1,1.0,1.0,Introvert,0,828,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,7.0,4.0,0,14.0,7.0,Extrovert,1,829,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,5.0,6.0,0,12.0,8.0,Extrovert,1,830,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,0.0,0.0,1,4.0,2.0,Introvert,0,831,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,2.0,1.0,1,5.0,1.0,Introvert,0,832,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,1.0,0.0,1,0.0,2.0,Introvert,0,833,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,7.0,5.0,0,8.0,5.0,Extrovert,1,834,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,0.0,1.0,1,0.0,2.0,Introvert,0,835,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,0.0,1.0,1,4.0,2.0,Introvert,0,836,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,0.0,0.0,1,3.0,1.0,Introvert,0,837,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,7.0,7.0,0,7.0,3.0,Extrovert,1,838,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,3.0,0.0,1,3.0,1.0,Introvert,0,839,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,5.0,7.0,0,9.0,4.0,Extrovert,1,840,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,5.0,7.0,0,11.0,9.0,Extrovert,1,841,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,6.0,6.0,0,11.0,7.0,Extrovert,1,842,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,6.0,4.0,0,7.0,3.564726631393298,Extrovert,1,843,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,4.0,6.0,0,13.0,6.0,Extrovert,1,844,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,9.0,6.0,0,7.0,9.0,Extrovert,1,845,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,8.0,5.0,0,14.0,8.0,Extrovert,1,846,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,7.0,4.0,0,13.0,9.0,Extrovert,1,847,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,3.0,1.0,1,5.0,0.0,Introvert,0,848,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,4.0,4.0,0,7.0,5.0,Extrovert,1,849,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,0.0,2.0,1,0.0,0.0,Introvert,0,850,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,6.0,5.0,0,8.0,8.0,Extrovert,1,851,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,5.0,4.0,0,14.0,3.0,Introvert,0,852,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,3.0,2.0,1,3.0,0.0,Introvert,0,853,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,3.0,1.0,1,3.0,0.0,Introvert,0,854,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,0.0,2.0,1,4.0,0.0,Introvert,0,855,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,4.0,7.0,0,13.0,6.0,Extrovert,1,856,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,7.0,0,9.0,4.0,Extrovert,1,857,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,1.0,0.0,1,4.0,1.0,Introvert,0,858,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,4.0,6.0,0,8.0,8.0,Extrovert,1,859,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,0.0,2.0,1,4.0,0.0,Introvert,0,860,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,2.0,1.0,1,3.0,1.0,Introvert,0,861,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,0.0,1.0,1,2.0,2.0,Introvert,0,862,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,1.0,0.0,1,1.0,0.0,Introvert,0,863,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,2.0,2.0,1,2.0,1.0,Introvert,0,864,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,3.0,1.0,1,3.0,2.0,Introvert,0,865,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,1.0,0.0,1,3.0,1.0,Introvert,0,866,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,3.0,2.0,1,1.0,0.0,Introvert,0,867,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,8.0,7.0,0,11.0,7.0,Extrovert,1,868,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,6.0,0,7.0,3.0,Extrovert,1,869,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,2.0,1.0,1,2.0,1.0,Introvert,0,870,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,1.0,1.0,1,0.0,1.0,Introvert,0,871,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,2.0,0.0,1,3.0,2.0,Extrovert,1,872,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,0.0,1.0,1,3.0,0.0,Extrovert,1,873,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,2.0,2.0,1,5.0,0.0,Extrovert,1,874,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,0.0,0.0,1,1.0,1.0,Introvert,0,875,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,5.0,5.0,0,11.0,9.0,Extrovert,1,876,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,4.0,4.0,0,14.0,7.0,Extrovert,1,877,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,8.0,4.0,0,14.0,5.0,Extrovert,1,878,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,5.0,4.0,0,11.0,8.0,Extrovert,1,879,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,9.0,3.0,0,11.0,4.0,Extrovert,1,880,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,0.0,0.0,1,2.0,0.0,Introvert,0,881,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,0.0,1.0,1,5.0,2.0,Introvert,0,882,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,0.0,2.0,1,0.0,1.0,Extrovert,1,883,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,8.0,6.0,0,14.0,3.0,Introvert,0,884,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,4.0,6.0,0,11.0,4.0,Extrovert,1,885,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,6.0,7.0,0,7.0,8.0,Extrovert,1,886,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,2.0,0.0,1,1.0,1.0,Extrovert,1,887,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,7.0,4.0,0,14.0,6.0,Extrovert,1,888,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,1.0,0.0,1,3.0,2.0,Extrovert,1,889,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,5.0,0,7.0,6.0,Extrovert,1,890,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,2.0,0.0,1,4.0,2.0,Introvert,0,891,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,2.0,2.0,1,4.0,2.0,Introvert,0,892,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,3.0,2.0,1,2.0,2.0,Extrovert,1,893,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,0,0.0,0.0,1,5.0,2.0,Introvert,0,894,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,1.0,0.0,1,3.0,0.0,Introvert,0,895,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,9.0,6.0,0,8.0,4.0,Extrovert,1,896,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,1.0,1.0,1,1.0,0.0,Introvert,0,897,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,3.0,1.0,1,0.0,1.0,Introvert,0,898,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,2.0,2.0,1,3.0,1.0,Introvert,0,899,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,0.0,2.0,1,0.0,1.0,Introvert,0,900,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,5.0,7.0,0,9.0,6.0,Extrovert,1,901,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,1.0,2.0,1,5.0,0.0,Introvert,0,902,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,3.0,0.0,1,1.0,2.0,Introvert,0,903,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,8.0,6.0,0,11.0,8.0,Extrovert,1,904,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,1.0,0.0,1,1.0,0.0,Introvert,0,905,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,5.0,7.0,0,14.0,7.0,Extrovert,1,906,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,3.0,0.0,0,1.0,2.0,Introvert,0,907,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,3.0,1.0,1,2.0,2.0,Introvert,0,908,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,0.0,1.0,1,6.268862911795962,1.0,Introvert,0,909,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,2.0,1.0,1,4.0,2.0,Introvert,0,910,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,2.0,1.0,1,0.0,2.0,Introvert,0,911,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,3.963354474982382,1.0,1,4.0,2.0,Introvert,0,912,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,7.0,6.0,0,14.0,8.0,Introvert,0,913,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,0.0,0.0,1,5.0,0.0,Introvert,0,914,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,6.0,6.0,0,10.0,4.0,Extrovert,1,915,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,5.0,5.0,0,12.0,3.0,Extrovert,1,916,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,2.0,2.0,1,3.0,1.0,Introvert,0,917,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,3.0,1.0,1,5.0,1.0,Introvert,0,918,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,2.0,0.0,1,5.0,0.0,Introvert,0,919,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,3.0,2.0,1,0.0,0.0,Introvert,0,920,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,4.0,0,12.0,6.0,Extrovert,1,921,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,0.0,1.0,1,3.0,0.0,Introvert,0,922,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,6.0,7.0,0,10.0,8.0,Extrovert,1,923,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,5.0,6.0,0,11.0,6.0,Extrovert,1,924,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,5.0,6.0,0,11.0,8.0,Extrovert,1,925,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,7.0,5.0,0,11.0,3.0,Extrovert,1,926,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,5.0,6.0,0,9.0,8.0,Introvert,0,927,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,1.0,0.0,1,4.0,0.0,Introvert,0,928,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,2.0,0.0,1,1.0,1.0,Introvert,0,929,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,0,0.0,2.0,1,3.0,0.0,Introvert,0,930,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,3.0,2.0,1,5.0,0.0,Introvert,0,931,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,7.0,6.0,0,13.0,8.0,Extrovert,1,932,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
